match_id,team,opponent,team_score_innings1,toss,ground,result
2940,New Zealand,Sri Lanka,154,bowl,Dubai International Stadium,1
2941,South Africa,India,197,bowl,SCG,0
2942,Sri Lanka,South Africa,146,bat,Gaddafi Stadium,0
2943,Bangladesh,Australia,173,bowl,Dubai International Stadium,0
2944,India,South Africa,162,bat,Adelaide Oval,1
2945,Australia,Pakistan,147,bowl,Lord's,0
2946,England,Pakistan,188,bowl,Wankhede Stadium,0
2947,Sri Lanka,England,141,bowl,Wankhede Stadium,1
2948,West Indies,Pakistan,165,bat,Lord's,0
2949,Sri Lanka,West Indies,168,bowl,Gaddafi Stadium,0
2950,South Africa,Sri Lanka,152,bowl,Wankhede Stadium,0
2951,England,India,179,bat,Eden Gardens,0
2952,Pakistan,England,126,bowl,Melbourne Cricket Ground,1
2953,Bangladesh,Pakistan,193,bat,Adelaide Oval,1
2954,Afghanistan,New Zealand,154,bat,Melbourne Cricket Ground,0
2955,India,Bangladesh,191,bat,Eden Gardens,1
2956,Bangladesh,Afghanistan,183,bat,Adelaide Oval,1
2957,Afghanistan,Australia,155,bat,Melbourne Cricket Ground,0
2958,Sri Lanka,New Zealand,148,bat,SCG,1
2959,West Indies,England,119,bat,Old Trafford,0
2960,Australia,England,156,bat,Adelaide Oval,1
2961,Sri Lanka,South Africa,168,bowl,Adelaide Oval,1
2962,South Africa,England,176,bat,Pallekele International Cricket Stadium,0
2963,England,Bangladesh,138,bowl,SCG,1
2964,Pakistan,Afghanistan,182,bat,Melbourne Cricket Ground,1
2965,England,Pakistan,176,bowl,Melbourne Cricket Ground,1
2966,West Indies,South Africa,169,bat,Eden Gardens,0
2967,Australia,Sri Lanka,151,bowl,Melbourne Cricket Ground,0
2968,England,Australia,120,bowl,SCG,1
2969,Afghanistan,New Zealand,150,bat,Lord's,0
2970,England,Bangladesh,171,bat,Old Trafford,1
2971,West Indies,Pakistan,138,bowl,Lord's,1
2972,England,New Zealand,163,bowl,Gaddafi Stadium,1
2973,Pakistan,Australia,180,bat,Adelaide Oval,1
2974,Sri Lanka,West Indies,143,bat,Lord's,0
2975,South Africa,Afghanistan,185,bowl,SCG,0
2976,Australia,England,180,bat,Melbourne Cricket Ground,0
2977,England,New Zealand,155,bowl,Old Trafford,0
2978,New Zealand,Australia,220,bat,Adelaide Oval,1
2979,South Africa,New Zealand,163,bat,Gaddafi Stadium,0
2980,Afghanistan,Sri Lanka,141,bat,Eden Gardens,0
2981,Bangladesh,West Indies,133,bat,Dubai International Stadium,0
2982,South Africa,England,172,bowl,Dubai International Stadium,1
2983,Afghanistan,Pakistan,159,bat,Adelaide Oval,0
2984,Sri Lanka,South Africa,181,bat,Eden Gardens,0
2985,Pakistan,England,206,bowl,Melbourne Cricket Ground,0
2986,West Indies,South Africa,185,bowl,Dubai International Stadium,0
2987,New Zealand,West Indies,172,bat,Wankhede Stadium,0
2988,New Zealand,West Indies,177,bowl,Lord's,0
2989,Sri Lanka,New Zealand,173,bat,Lord's,1
2990,Pakistan,Sri Lanka,143,bat,Pallekele International Cricket Stadium,0
2991,Afghanistan,India,183,bat,Pallekele International Cricket Stadium,1
2992,New Zealand,Bangladesh,151,bat,Lord's,1
2993,India,West Indies,161,bat,Melbourne Cricket Ground,1
2994,England,South Africa,157,bat,Adelaide Oval,0
2995,Bangladesh,West Indies,121,bat,Lord's,0
2996,India,South Africa,163,bowl,SCG,0
2997,Pakistan,Afghanistan,161,bat,Old Trafford,0
2998,Sri Lanka,Afghanistan,123,bat,Wankhede Stadium,0
2999,South Africa,Sri Lanka,157,bat,Adelaide Oval,1
3000,South Africa,Afghanistan,118,bowl,Dubai International Stadium,1
3001,Pakistan,South Africa,177,bowl,Dubai International Stadium,0
3002,Sri Lanka,South Africa,169,bat,Melbourne Cricket Ground,1
3003,Sri Lanka,Bangladesh,163,bowl,Eden Gardens,0
3004,Pakistan,New Zealand,164,bowl,Wankhede Stadium,0
3005,Bangladesh,New Zealand,136,bowl,Melbourne Cricket Ground,1
3006,New Zealand,England,125,bat,Adelaide Oval,0
3007,Australia,India,179,bat,Old Trafford,1
3008,Bangladesh,India,190,bowl,Old Trafford,0
3009,Afghanistan,West Indies,149,bowl,Melbourne Cricket Ground,0
3010,Australia,West Indies,164,bowl,SCG,0
3011,Sri Lanka,Bangladesh,145,bowl,Dubai International Stadium,1
3012,Sri Lanka,New Zealand,164,bat,Old Trafford,0
3013,India,Australia,188,bowl,Lord's,0
3014,Pakistan,India,161,bat,Wankhede Stadium,1
3015,England,Australia,164,bowl,Wankhede Stadium,0
3016,Pakistan,Sri Lanka,147,bowl,Melbourne Cricket Ground,1
3017,India,England,143,bowl,Gaddafi Stadium,1
3018,Australia,Bangladesh,188,bowl,Eden Gardens,0
3019,Afghanistan,New Zealand,139,bat,Wankhede Stadium,0
3020,West Indies,Pakistan,155,bowl,Eden Gardens,1
3021,Pakistan,Afghanistan,135,bowl,Old Trafford,1
3022,India,Australia,184,bowl,Melbourne Cricket Ground,0
3023,England,West Indies,206,bat,Lord's,1
3024,Bangladesh,South Africa,177,bowl,Dubai International Stadium,0
3025,Afghanistan,South Africa,202,bowl,Old Trafford,0
3026,South Africa,Sri Lanka,217,bowl,Adelaide Oval,0
3027,New Zealand,Pakistan,185,bat,SCG,1
3028,England,Afghanistan,167,bat,Wankhede Stadium,1
3029,Pakistan,England,165,bowl,Gaddafi Stadium,1
3030,Bangladesh,Afghanistan,142,bat,Old Trafford,0
3031,Bangladesh,Pakistan,162,bat,Lord's,1
3032,Sri Lanka,South Africa,185,bat,Adelaide Oval,1
3033,Australia,New Zealand,185,bowl,Eden Gardens,0
3034,Pakistan,New Zealand,122,bowl,Adelaide Oval,1
3035,Bangladesh,West Indies,206,bat,Gaddafi Stadium,1
3036,Sri Lanka,South Africa,124,bowl,Pallekele International Cricket Stadium,1
3037,Afghanistan,West Indies,144,bat,Gaddafi Stadium,1
3038,Sri Lanka,England,206,bat,Melbourne Cricket Ground,1
3039,Bangladesh,Australia,170,bat,Eden Gardens,1
3040,New Zealand,England,136,bat,Dubai International Stadium,1
3041,West Indies,Australia,200,bat,Old Trafford,1
3042,Bangladesh,England,205,bat,SCG,1
3043,Pakistan,New Zealand,134,bat,SCG,0
3044,Australia,Bangladesh,147,bat,Old Trafford,0
3045,England,Pakistan,143,bowl,SCG,1
3046,Pakistan,Sri Lanka,146,bowl,Dubai International Stadium,1
3047,Afghanistan,Sri Lanka,177,bat,Pallekele International Cricket Stadium,1
3048,Bangladesh,West Indies,191,bat,Adelaide Oval,1
3049,India,Australia,169,bowl,Adelaide Oval,0
3050,South Africa,Pakistan,147,bat,Old Trafford,0
3051,England,Afghanistan,168,bowl,Eden Gardens,1
3052,New Zealand,India,179,bat,Lord's,0
3053,Pakistan,Australia,137,bowl,SCG,1
3054,Pakistan,India,155,bowl,Dubai International Stadium,1
3055,Afghanistan,India,178,bat,Eden Gardens,1
3056,West Indies,Australia,168,bat,Melbourne Cricket Ground,0
3057,Australia,India,189,bat,Wankhede Stadium,1
3058,England,South Africa,163,bat,Dubai International Stadium,0
3059,England,India,152,bowl,Gaddafi Stadium,0
3060,Sri Lanka,Bangladesh,150,bowl,Pallekele International Cricket Stadium,1
3061,South Africa,Pakistan,208,bowl,SCG,0
3062,South Africa,New Zealand,177,bowl,Wankhede Stadium,0
3063,England,Australia,157,bat,Old Trafford,0
3064,West Indies,South Africa,184,bowl,Pallekele International Cricket Stadium,0
3065,New Zealand,Afghanistan,160,bowl,Old Trafford,0
3066,Pakistan,New Zealand,140,bowl,Old Trafford,1
3067,Australia,West Indies,153,bat,Dubai International Stadium,0
3068,Afghanistan,South Africa,171,bowl,Melbourne Cricket Ground,1
3069,India,West Indies,160,bat,Eden Gardens,1
3070,Afghanistan,West Indies,191,bowl,Gaddafi Stadium,0
3071,England,Bangladesh,197,bat,SCG,1
3072,Afghanistan,West Indies,201,bat,Old Trafford,1
3073,England,New Zealand,188,bowl,Lord's,0
3074,New Zealand,Pakistan,105,bat,Gaddafi Stadium,0
3075,West Indies,New Zealand,164,bowl,Lord's,1
3076,Pakistan,South Africa,167,bowl,Melbourne Cricket Ground,0
3077,West Indies,Australia,202,bowl,Gaddafi Stadium,0
3078,Pakistan,Sri Lanka,153,bat,Old Trafford,0
3079,Australia,West Indies,168,bat,Wankhede Stadium,1
3080,New Zealand,Pakistan,177,bowl,Gaddafi Stadium,1
3081,Pakistan,Bangladesh,163,bowl,Lord's,0
3082,Bangladesh,Afghanistan,174,bat,Dubai International Stadium,0
3083,Sri Lanka,Pakistan,176,bowl,Old Trafford,0
3084,South Africa,Sri Lanka,155,bat,Eden Gardens,1
3085,West Indies,India,165,bat,SCG,0
3086,New Zealand,England,116,bowl,Wankhede Stadium,1
3087,Afghanistan,Bangladesh,193,bat,Adelaide Oval,1
3088,Sri Lanka,England,103,bowl,Wankhede Stadium,1
3089,Sri Lanka,England,142,bowl,Lord's,1
3090,West Indies,England,191,bat,Gaddafi Stadium,1
3091,West Indies,England,115,bowl,Gaddafi Stadium,1
3092,South Africa,Pakistan,184,bat,Adelaide Oval,1
3093,New Zealand,England,161,bat,Melbourne Cricket Ground,1
3094,Afghanistan,England,140,bowl,Pallekele International Cricket Stadium,1
3095,Afghanistan,South Africa,181,bat,Lord's,1
3096,Bangladesh,India,190,bowl,Adelaide Oval,1
3097,Australia,West Indies,187,bat,Old Trafford,1
3098,South Africa,West Indies,157,bat,Wankhede Stadium,0
3099,England,Bangladesh,162,bat,Pallekele International Cricket Stadium,1
3100,South Africa,Sri Lanka,151,bowl,Lord's,0
3101,South Africa,Australia,158,bowl,SCG,0
3102,New Zealand,Pakistan,155,bowl,Gaddafi Stadium,1
3103,Bangladesh,India,131,bowl,Pallekele International Cricket Stadium,1
3104,Pakistan,West Indies,136,bat,Pallekele International Cricket Stadium,0
3105,Afghanistan,Australia,193,bat,Eden Gardens,1
3106,West Indies,Australia,172,bat,Eden Gardens,1
3107,Australia,West Indies,169,bat,Melbourne Cricket Ground,1
3108,Pakistan,West Indies,166,bowl,Melbourne Cricket Ground,0
3109,England,India,150,bat,SCG,0
3110,South Africa,Bangladesh,181,bowl,Lord's,1
3111,Pakistan,New Zealand,178,bat,Gaddafi Stadium,0
3112,New Zealand,West Indies,170,bat,Pallekele International Cricket Stadium,0
3113,England,Australia,175,bowl,Adelaide Oval,0
3114,England,India,160,bowl,Adelaide Oval,1
3115,New Zealand,Bangladesh,175,bat,Lord's,1
3116,Bangladesh,Sri Lanka,182,bat,Gaddafi Stadium,1
3117,Afghanistan,Australia,182,bowl,Eden Gardens,0
3118,England,Afghanistan,200,bat,Old Trafford,1
3119,Bangladesh,South Africa,140,bat,Eden Gardens,0
3120,West Indies,Bangladesh,138,bowl,Melbourne Cricket Ground,0
3121,West Indies,South Africa,170,bowl,Pallekele International Cricket Stadium,0
3122,Afghanistan,Pakistan,168,bowl,Old Trafford,1
3123,West Indies,Bangladesh,178,bowl,Lord's,0
3124,Australia,Sri Lanka,166,bowl,Pallekele International Cricket Stadium,0
3125,Australia,Sri Lanka,165,bowl,Old Trafford,0
3126,Bangladesh,South Africa,183,bat,Gaddafi Stadium,0
3127,Australia,West Indies,180,bowl,Gaddafi Stadium,0
3128,Sri Lanka,England,140,bowl,Pallekele International Cricket Stadium,0
3129,New Zealand,Afghanistan,185,bowl,Pallekele International Cricket Stadium,0
3130,Afghanistan,Australia,169,bat,SCG,0
3131,Bangladesh,Australia,171,bat,Melbourne Cricket Ground,0
3132,Bangladesh,Sri Lanka,162,bat,Dubai International Stadium,1
3133,Afghanistan,India,182,bowl,Eden Gardens,0
3134,Bangladesh,Pakistan,132,bowl,Melbourne Cricket Ground,1
3135,South Africa,England,187,bat,Dubai International Stadium,0
3136,Afghanistan,Australia,98,bowl,Dubai International Stadium,1
3137,Pakistan,Bangladesh,159,bowl,Wankhede Stadium,1
3138,New Zealand,Sri Lanka,168,bowl,Adelaide Oval,0
3139,Sri Lanka,South Africa,181,bat,Gaddafi Stadium,1
3140,India,West Indies,183,bowl,SCG,1
3141,Sri Lanka,New Zealand,143,bat,Wankhede Stadium,0
3142,Bangladesh,India,167,bat,Adelaide Oval,0
3143,Australia,West Indies,150,bowl,Eden Gardens,1
3144,New Zealand,England,173,bat,Eden Gardens,0
3145,England,India,178,bat,Pallekele International Cricket Stadium,1
3146,Australia,Sri Lanka,157,bowl,Adelaide Oval,1
3147,New Zealand,Pakistan,84,bat,SCG,0
3148,Afghanistan,Pakistan,160,bat,Wankhede Stadium,0
3149,West Indies,South Africa,217,bat,Old Trafford,1
3150,New Zealand,India,223,bowl,SCG,0
3151,West Indies,Afghanistan,176,bat,Pallekele International Cricket Stadium,0
3152,West Indies,Australia,143,bowl,Dubai International Stadium,0
3153,England,New Zealand,135,bat,SCG,0
3154,New Zealand,Bangladesh,141,bat,Melbourne Cricket Ground,1
3155,Australia,Bangladesh,163,bat,Adelaide Oval,0
3156,England,South Africa,165,bat,Dubai International Stadium,0
3157,Sri Lanka,Bangladesh,193,bat,Adelaide Oval,1
3158,India,England,161,bat,Lord's,1
3159,West Indies,Sri Lanka,184,bowl,Pallekele International Cricket Stadium,0
3160,West Indies,England,143,bat,Wankhede Stadium,0
3161,Bangladesh,New Zealand,171,bat,Pallekele International Cricket Stadium,0
3162,New Zealand,South Africa,155,bat,Wankhede Stadium,0
3163,South Africa,Pakistan,125,bowl,Gaddafi Stadium,1
3164,India,South Africa,116,bat,Old Trafford,0
3165,Australia,South Africa,171,bat,Lord's,1
3166,Sri Lanka,Australia,156,bowl,Dubai International Stadium,0
3167,Bangladesh,South Africa,145,bowl,Dubai International Stadium,1
3168,England,New Zealand,163,bat,Wankhede Stadium,0
3169,England,South Africa,167,bowl,Dubai International Stadium,0
3170,West Indies,South Africa,184,bowl,Old Trafford,0
3171,New Zealand,Pakistan,100,bat,Dubai International Stadium,0
3172,Australia,New Zealand,156,bat,Wankhede Stadium,0
3173,Afghanistan,England,98,bowl,Melbourne Cricket Ground,1
3174,Bangladesh,India,156,bat,Old Trafford,0
3175,Afghanistan,South Africa,117,bat,Gaddafi Stadium,0
3176,Sri Lanka,Pakistan,165,bat,Wankhede Stadium,1
3177,Sri Lanka,India,168,bowl,Pallekele International Cricket Stadium,1
3178,Australia,New Zealand,132,bowl,Wankhede Stadium,0
3179,West Indies,Pakistan,162,bat,Melbourne Cricket Ground,0
3180,West Indies,Sri Lanka,182,bowl,Melbourne Cricket Ground,1
3181,South Africa,Afghanistan,184,bat,Eden Gardens,1
3182,West Indies,Australia,138,bat,Lord's,0
3183,West Indies,New Zealand,184,bowl,Melbourne Cricket Ground,0
3184,Sri Lanka,Afghanistan,196,bat,Adelaide Oval,1
3185,Afghanistan,India,149,bat,Gaddafi Stadium,0
3186,Bangladesh,West Indies,128,bowl,Lord's,1
3187,Pakistan,Afghanistan,149,bat,SCG,0
3188,Sri Lanka,India,180,bat,SCG,0
3189,India,England,175,bat,Wankhede Stadium,0
3190,Sri Lanka,Afghanistan,160,bat,Old Trafford,1
3191,New Zealand,India,158,bat,SCG,0
3192,West Indies,Pakistan,131,bowl,Gaddafi Stadium,1
3193,Sri Lanka,Australia,123,bowl,Eden Gardens,1
3194,New Zealand,South Africa,153,bowl,Dubai International Stadium,1
3195,Sri Lanka,Bangladesh,146,bowl,Pallekele International Cricket Stadium,1
3196,Sri Lanka,New Zealand,180,bat,Gaddafi Stadium,1
3197,Pakistan,Australia,203,bowl,Lord's,0
3198,New Zealand,Bangladesh,150,bowl,Wankhede Stadium,1
3199,India,West Indies,155,bat,Melbourne Cricket Ground,1
3200,Bangladesh,Pakistan,174,bowl,Adelaide Oval,0
3201,England,Afghanistan,157,bat,Gaddafi Stadium,1
3202,New Zealand,Australia,199,bat,Pallekele International Cricket Stadium,1
3203,India,England,150,bat,Wankhede Stadium,0
3204,Bangladesh,West Indies,173,bat,Wankhede Stadium,0
3205,Bangladesh,Pakistan,160,bowl,Dubai International Stadium,0
3206,India,England,212,bowl,Melbourne Cricket Ground,0
3207,Bangladesh,England,162,bat,Dubai International Stadium,0
3208,Bangladesh,West Indies,133,bowl,Eden Gardens,1
3209,Sri Lanka,Afghanistan,183,bowl,Adelaide Oval,1
3210,Bangladesh,Australia,156,bat,Gaddafi Stadium,0
3211,West Indies,Sri Lanka,195,bowl,Gaddafi Stadium,0
3212,West Indies,Afghanistan,182,bat,Adelaide Oval,1
3213,West Indies,Australia,148,bowl,Lord's,0
3214,Sri Lanka,South Africa,191,bowl,Adelaide Oval,0
3215,India,England,148,bat,Gaddafi Stadium,1
3216,England,New Zealand,191,bat,SCG,0
3217,England,South Africa,146,bowl,Pallekele International Cricket Stadium,1
3218,West Indies,Australia,199,bowl,SCG,0
3219,New Zealand,India,202,bowl,Eden Gardens,0
3220,New Zealand,West Indies,158,bat,Pallekele International Cricket Stadium,0
3221,Afghanistan,India,147,bat,Eden Gardens,1
3222,India,England,141,bowl,Old Trafford,1
3223,West Indies,Pakistan,176,bat,Dubai International Stadium,1
3224,India,Sri Lanka,124,bat,Adelaide Oval,0
3225,New Zealand,Sri Lanka,196,bat,Adelaide Oval,1
3226,Pakistan,Australia,206,bowl,Lord's,0
3227,Afghanistan,Australia,138,bat,Dubai International Stadium,0
3228,Australia,New Zealand,157,bowl,Adelaide Oval,1
3229,England,South Africa,104,bowl,Lord's,1
3230,Pakistan,West Indies,151,bat,SCG,0
3231,England,Afghanistan,170,bat,Lord's,1
3232,Bangladesh,India,154,bat,Wankhede Stadium,0
3233,Bangladesh,South Africa,155,bat,Adelaide Oval,1
3234,New Zealand,Bangladesh,151,bowl,Pallekele International Cricket Stadium,1
3235,Australia,England,130,bowl,SCG,1
3236,England,West Indies,141,bowl,Old Trafford,0
3237,Afghanistan,Bangladesh,144,bowl,Melbourne Cricket Ground,1
3238,Pakistan,England,190,bowl,SCG,0
3239,Sri Lanka,Bangladesh,170,bat,Pallekele International Cricket Stadium,1
3240,Australia,Sri Lanka,112,bowl,Old Trafford,1
3241,Australia,West Indies,172,bowl,Eden Gardens,0
3242,Bangladesh,Sri Lanka,138,bat,Lord's,1
3243,England,Australia,169,bowl,Gaddafi Stadium,0
3244,Australia,Afghanistan,194,bowl,Pallekele International Cricket Stadium,0
3245,England,Sri Lanka,157,bowl,SCG,1
3246,Pakistan,Afghanistan,151,bowl,Melbourne Cricket Ground,1
3247,Bangladesh,Afghanistan,195,bowl,Dubai International Stadium,0
3248,New Zealand,Afghanistan,153,bowl,Adelaide Oval,1
3249,South Africa,Sri Lanka,173,bat,Old Trafford,1
3250,South Africa,New Zealand,173,bowl,Lord's,1
3251,Bangladesh,Australia,174,bowl,Old Trafford,0
3252,South Africa,Australia,165,bowl,SCG,1
3253,Bangladesh,India,158,bat,Melbourne Cricket Ground,0
3254,West Indies,New Zealand,203,bowl,Old Trafford,0
3255,South Africa,Sri Lanka,163,bat,Gaddafi Stadium,0
3256,Pakistan,South Africa,170,bowl,SCG,0
3257,Sri Lanka,Australia,171,bowl,Eden Gardens,0
3258,Sri Lanka,New Zealand,210,bowl,Melbourne Cricket Ground,0
3259,West Indies,Bangladesh,141,bowl,Dubai International Stadium,1
3260,England,Afghanistan,183,bowl,Lord's,0
3261,Pakistan,West Indies,233,bat,SCG,1
3262,West Indies,Australia,188,bat,Adelaide Oval,1
3263,Australia,New Zealand,144,bat,Dubai International Stadium,0
3264,Afghanistan,India,153,bat,Lord's,0
3265,Sri Lanka,West Indies,129,bat,Eden Gardens,0
3266,Sri Lanka,Australia,158,bowl,Lord's,1
3267,West Indies,Bangladesh,177,bat,Eden Gardens,1
3268,Bangladesh,Pakistan,170,bowl,Old Trafford,1
3269,England,New Zealand,176,bat,Melbourne Cricket Ground,1
3270,England,New Zealand,129,bat,Dubai International Stadium,0
3271,New Zealand,India,211,bat,Wankhede Stadium,1
3272,New Zealand,Australia,193,bat,Eden Gardens,1
3273,West Indies,India,155,bat,Old Trafford,0
3274,West Indies,Australia,186,bowl,Dubai International Stadium,0
3275,Afghanistan,Bangladesh,181,bowl,Lord's,1
3276,Australia,Bangladesh,163,bat,Gaddafi Stadium,0
3277,England,Sri Lanka,151,bowl,Wankhede Stadium,1
3278,West Indies,Afghanistan,158,bat,Wankhede Stadium,0
3279,India,Australia,162,bat,Melbourne Cricket Ground,1
3280,Australia,Afghanistan,147,bat,Dubai International Stadium,0
3281,New Zealand,India,179,bat,Adelaide Oval,1
3282,New Zealand,England,195,bowl,SCG,0
3283,Pakistan,England,187,bowl,Adelaide Oval,1
3284,Afghanistan,Pakistan,167,bowl,Gaddafi Stadium,0
3285,South Africa,Afghanistan,147,bowl,Dubai International Stadium,1
3286,South Africa,Bangladesh,136,bowl,Old Trafford,1
3287,Afghanistan,Sri Lanka,177,bat,Dubai International Stadium,1
3288,Pakistan,West Indies,200,bowl,SCG,0
3289,New Zealand,England,82,bowl,Pallekele International Cricket Stadium,1
3290,New Zealand,England,172,bowl,Lord's,1
3291,New Zealand,Australia,154,bowl,Adelaide Oval,1
3292,Pakistan,Sri Lanka,164,bowl,Adelaide Oval,1
3293,South Africa,Pakistan,174,bat,SCG,1
3294,Australia,India,216,bowl,Lord's,0
3295,Pakistan,South Africa,113,bat,Old Trafford,0
3296,India,Bangladesh,178,bat,Pallekele International Cricket Stadium,1
3297,England,New Zealand,177,bowl,Adelaide Oval,0
3298,Sri Lanka,Bangladesh,194,bowl,Melbourne Cricket Ground,0
3299,Bangladesh,India,124,bat,Lord's,0
3300,New Zealand,Bangladesh,199,bowl,Gaddafi Stadium,0
3301,South Africa,India,144,bowl,Eden Gardens,1
3302,West Indies,England,182,bowl,Dubai International Stadium,1
3303,Bangladesh,Pakistan,187,bowl,Eden Gardens,1
3304,South Africa,Bangladesh,165,bowl,Wankhede Stadium,1
3305,Pakistan,Australia,150,bat,Adelaide Oval,0
3306,Sri Lanka,Bangladesh,168,bat,Old Trafford,1
3307,Sri Lanka,Bangladesh,100,bat,SCG,0
3308,Sri Lanka,Afghanistan,191,bowl,Old Trafford,0
3309,Afghanistan,England,166,bowl,Old Trafford,0
3310,Pakistan,India,173,bat,Old Trafford,0
3311,South Africa,Pakistan,200,bat,Pallekele International Cricket Stadium,1
3312,India,South Africa,143,bat,Gaddafi Stadium,0
3313,Australia,Sri Lanka,191,bat,Adelaide Oval,1
3314,New Zealand,India,121,bat,Gaddafi Stadium,0
3315,England,Afghanistan,152,bat,Gaddafi Stadium,0
3316,Sri Lanka,Afghanistan,186,bat,SCG,1
3317,Sri Lanka,New Zealand,161,bowl,Melbourne Cricket Ground,1
3318,New Zealand,Sri Lanka,165,bowl,Lord's,0
3319,West Indies,Afghanistan,152,bowl,SCG,1
3320,Pakistan,West Indies,183,bat,Melbourne Cricket Ground,1
3321,Pakistan,Afghanistan,136,bat,Eden Gardens,1
3322,Bangladesh,South Africa,162,bowl,Old Trafford,0
3323,West Indies,India,135,bowl,Adelaide Oval,1
3324,Sri Lanka,Bangladesh,187,bowl,Adelaide Oval,1
3325,West Indies,Pakistan,128,bat,Eden Gardens,0
3326,Australia,England,149,bowl,Pallekele International Cricket Stadium,1
3327,West Indies,South Africa,166,bat,Wankhede Stadium,0
3328,Afghanistan,Sri Lanka,180,bat,Gaddafi Stadium,1
3329,Afghanistan,West Indies,179,bowl,Old Trafford,0
3330,Australia,Afghanistan,113,bowl,Dubai International Stadium,1
3331,South Africa,New Zealand,165,bowl,Dubai International Stadium,1
3332,India,South Africa,130,bat,Gaddafi Stadium,0
3333,Sri Lanka,England,182,bowl,Wankhede Stadium,0
3334,West Indies,India,192,bat,Old Trafford,1
3335,Bangladesh,West Indies,185,bowl,SCG,0
3336,Bangladesh,England,194,bowl,Old Trafford,0
3337,Pakistan,Sri Lanka,135,bowl,Melbourne Cricket Ground,1
3338,Australia,Afghanistan,138,bat,Melbourne Cricket Ground,0
3339,South Africa,Pakistan,156,bat,Wankhede Stadium,1
3340,Afghanistan,South Africa,165,bowl,Lord's,0
3341,West Indies,India,163,bat,Melbourne Cricket Ground,1
3342,Afghanistan,Sri Lanka,161,bat,Dubai International Stadium,0
3343,West Indies,India,154,bowl,Melbourne Cricket Ground,0
3344,Pakistan,Afghanistan,148,bowl,Eden Gardens,1
3345,Sri Lanka,South Africa,196,bat,Pallekele International Cricket Stadium,1
3346,Bangladesh,Pakistan,161,bat,Wankhede Stadium,1
3347,Australia,India,160,bat,Dubai International Stadium,1
3348,India,Sri Lanka,152,bowl,Eden Gardens,1
3349,West Indies,Bangladesh,127,bat,Dubai International Stadium,0
3350,Australia,England,142,bowl,Gaddafi Stadium,0
3351,Australia,West Indies,186,bat,Pallekele International Cricket Stadium,1
3352,Pakistan,New Zealand,210,bat,Old Trafford,1
3353,England,Afghanistan,120,bowl,Gaddafi Stadium,1
3354,Australia,South Africa,155,bat,Wankhede Stadium,1
3355,South Africa,Australia,201,bat,Wankhede Stadium,1
3356,West Indies,South Africa,187,bowl,Gaddafi Stadium,0
3357,Afghanistan,West Indies,146,bat,Adelaide Oval,0
3358,Australia,Sri Lanka,181,bat,Pallekele International Cricket Stadium,1
3359,England,Australia,176,bowl,Dubai International Stadium,0
3360,West Indies,Sri Lanka,117,bat,Eden Gardens,1
3361,West Indies,Pakistan,155,bowl,Pallekele International Cricket Stadium,0
3362,Afghanistan,Bangladesh,207,bat,Wankhede Stadium,1
3363,Bangladesh,Australia,170,bat,Lord's,1
3364,New Zealand,England,136,bat,Gaddafi Stadium,0
3365,West Indies,England,209,bowl,Adelaide Oval,0
3366,Sri Lanka,Australia,114,bat,Pallekele International Cricket Stadium,0
3367,Sri Lanka,New Zealand,172,bat,Gaddafi Stadium,1
3368,Pakistan,Bangladesh,111,bat,Dubai International Stadium,0
3369,Afghanistan,India,144,bat,Melbourne Cricket Ground,1
3370,Sri Lanka,England,164,bat,Pallekele International Cricket Stadium,0
3371,Pakistan,India,177,bat,Gaddafi Stadium,1
3372,India,New Zealand,127,bowl,Melbourne Cricket Ground,0
3373,Pakistan,Afghanistan,157,bowl,Eden Gardens,0
3374,Bangladesh,Sri Lanka,177,bat,Adelaide Oval,1
3375,India,Afghanistan,189,bat,Pallekele International Cricket Stadium,1
3376,Sri Lanka,New Zealand,146,bat,SCG,0
3377,Afghanistan,Australia,198,bowl,Wankhede Stadium,0
3378,Pakistan,India,159,bowl,Old Trafford,0
3379,Bangladesh,New Zealand,156,bat,SCG,0
3380,Australia,New Zealand,187,bat,Wankhede Stadium,1
3381,Pakistan,Sri Lanka,173,bat,Lord's,1
3382,Afghanistan,India,173,bowl,Dubai International Stadium,0
3383,Australia,Sri Lanka,226,bowl,Wankhede Stadium,0
3384,Pakistan,West Indies,188,bowl,Gaddafi Stadium,0
3385,Australia,England,175,bat,SCG,1
3386,England,Sri Lanka,133,bat,Lord's,0
3387,Bangladesh,Sri Lanka,166,bowl,Dubai International Stadium,0
3388,South Africa,Sri Lanka,185,bowl,Lord's,0
3389,Pakistan,South Africa,190,bowl,Dubai International Stadium,0
3390,England,Afghanistan,154,bowl,Adelaide Oval,1
3391,New Zealand,West Indies,177,bowl,Melbourne Cricket Ground,0
3392,Sri Lanka,Afghanistan,191,bat,SCG,1
3393,Afghanistan,Sri Lanka,111,bowl,Wankhede Stadium,1
3394,South Africa,England,154,bowl,Wankhede Stadium,0
3395,New Zealand,South Africa,198,bowl,Eden Gardens,0
3396,Sri Lanka,New Zealand,176,bowl,Lord's,0
3397,Afghanistan,Pakistan,182,bowl,Lord's,1
3398,Pakistan,West Indies,181,bowl,Gaddafi Stadium,1
3399,Sri Lanka,Australia,182,bat,Melbourne Cricket Ground,1
3400,South Africa,New Zealand,173,bat,Old Trafford,1
3401,Bangladesh,India,153,bat,SCG,0
3402,West Indies,Bangladesh,175,bat,Eden Gardens,1
